trial_number,img_left,img_right,attribute,value,target_image,cb_index
74,urban_039.jpg,nature_017.jpg,none,none,img_right,baseline_urban-nature_R
75,urban_021.jpg,nature_039.jpg,form,symmetrical,img_left,form_symmetrical_L
76,urban_067.jpg,nature_097.jpg,form,symmetrical,img_right,form_symmetrical_R
77,nature_087.jpg,indoor_029.jpg,size,small,img_left,size_small_L
78,urban_009.jpg,nature_059.jpg,background,contrary,img_left,background_contrary_L
79,urban_099.jpg,nature_074.jpg,form,symmetrical,img_left,form_symmetrical_L
80,urban_026.jpg,nature_053.jpg,form,asymmetrical,img_left,form_asymmetrical_L
81,urban_074.jpg,nature_007.jpg,none,none,img_right,baseline_urban-nature_R
82,nature_090.jpg,indoor_093.jpg,background,contrary,img_left,background_contrary_L
83,urban_077.jpg,nature_091.jpg,none,none,img_right,baseline_urban-nature_R
84,urban_090.jpg,indoor_086.jpg,form,symmetrical,img_right,form_symmetrical_R
85,urban_059.jpg,indoor_032.jpg,none,none,img_left,baseline_urban-indoor_L
86,urban_072.jpg,indoor_094.jpg,background,dominant,img_right,background_dominant_R
87,nature_092.jpg,indoor_041.jpg,form,asymmetrical,img_left,form_asymmetrical_L
88,nature_096.jpg,indoor_088.jpg,background,dominant,img_left,background_dominant_L
89,urban_079.jpg,indoor_059.jpg,background,contrary,img_right,background_contrary_R
90,urban_038.jpg,indoor_065.jpg,size,big,img_left,size_big_L
91,urban_078.jpg,indoor_095.jpg,background,dominant,img_right,background_dominant_R
92,urban_019.jpg,nature_052.jpg,none,none,img_left,baseline_urban-nature_L
93,nature_043.jpg,indoor_096.jpg,form,asymmetrical,img_right,form_asymmetrical_R
94,urban_076.jpg,indoor_036.jpg,form,symmetrical,img_left,form_symmetrical_L
95,urban_073.jpg,nature_044.jpg,background,dominant,img_right,background_dominant_R
96,urban_069.jpg,nature_016.jpg,form,asymmetrical,img_right,form_asymmetrical_R
97,urban_022.jpg,indoor_009.jpg,none,none,img_right,baseline_urban-indoor_R
98,urban_017.jpg,indoor_003.jpg,background,contrary,img_right,background_contrary_R
99,urban_065.jpg,indoor_027.jpg,none,none,img_right,baseline_urban-indoor_R
100,urban_092.jpg,indoor_014.jpg,size,big,img_left,size_big_L
101,urban_048.jpg,indoor_051.jpg,form,symmetrical,img_right,form_symmetrical_R
102,nature_005.jpg,indoor_082.jpg,background,dominant,img_left,background_dominant_L
103,urban_034.jpg,nature_098.jpg,form,asymmetrical,img_right,form_asymmetrical_R
104,urban_083.jpg,indoor_075.jpg,background,dominant,img_right,background_dominant_R
105,urban_008.jpg,indoor_058.jpg,size,small,img_left,size_small_L
106,urban_006.jpg,indoor_092.jpg,form,asymmetrical,img_right,form_asymmetrical_R
107,urban_091.jpg,nature_058.jpg,background,dominant,img_right,background_dominant_R
108,nature_034.jpg,indoor_016.jpg,none,none,img_right,baseline_nature-indoor_R
109,urban_036.jpg,nature_018.jpg,none,none,img_left,baseline_urban-nature_L
110,nature_013.jpg,indoor_022.jpg,size,big,img_right,size_big_R
111,urban_025.jpg,indoor_068.jpg,size,small,img_left,size_small_L
112,urban_087.jpg,indoor_055.jpg,form,symmetrical,img_left,form_symmetrical_L
113,urban_028.jpg,nature_040.jpg,form,symmetrical,img_left,form_symmetrical_L
114,nature_069.jpg,indoor_043.jpg,background,contrary,img_right,background_contrary_R
115,urban_042.jpg,indoor_091.jpg,size,big,img_right,size_big_R
116,nature_054.jpg,indoor_053.jpg,size,big,img_right,size_big_R
117,urban_001.jpg,nature_085.jpg,size,big,img_left,size_big_L
118,nature_056.jpg,indoor_077.jpg,none,none,img_right,baseline_nature-indoor_R
119,nature_067.jpg,indoor_023.jpg,background,contrary,img_right,background_contrary_R
120,urban_061.jpg,nature_036.jpg,background,dominant,img_left,background_dominant_L
